,SurveyYear,AreaDesc,SiteName,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,ValidHooks,TotalFish,TotalFishingTime.sec,Bank.Rockfish,Barred.Sand.Bass,Blue.Rockfish,Bocaccio,Brown.Rockfish,Brown.Smoothhound,Calico.Rockfish,California.Scorpionfish,California.Sheephead,California.Yellowtail,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Freckled.Rockfish,Gopher.Rockfish,Gray.Smoothhound,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,AreaDesc2,MPA.group,MPA.group2,MPA.group3,SiteType,MPA.type,CPUE.Fishpermin,CPUE.Fishper5min,CPUE.Fishpervalidhook,CPUE.Fishfor75hooks,Richness,MPA.when.sampled,BACI.ControlImpact,Mat.Verm,Imm.Verm,Mat.Boc,Imm.Boc,Imm.Gspot,Mat.Gspot,Target.sp,Nontarget.sp,Piscivore,Carnivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.DShannons,Nontarget.DShannons,Piscivore.DShannons,Carnivore.DShannons,Planktivore.DShannons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson,n,Biomass,Nontarget.bio,Target.bio,Carnivore.bio,Piscivore.bio,Planktivore.bio
41,2017,Anacapa Island,48,NA,NA,NA,67.4,71.06666734,76.5,68,18,3952,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,3,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.273279352,3.6,0.264705882,19.85294118,7,1,Protected,3,0,3,0,0,4,17,1,4,12,2,0.25,0.014705882,0.058823529,0.176470588,0.029411765,1.64591683,0,0.562335145,1.077556327,0.693147181,1.769036161,0.808641975,5.225806452,18,21.18,0.12,21.06,11.22,9.1,0.86
42,2018,Anacapa Island,48,NA,NA,NA,69.7,71.91612711,75.2,70,31,3753,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,1,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.495603517,6.2,0.442857143,33.21428571,5,1,Protected,0,0,3,2,0,1,31,0,5,7,19,0.442857143,0,0.071428571,0.1,0.271428571,1.110157536,0,0,0.79631164,0,1.110157536,0.570239334,2.326876513,31,24.76,0,24.76,4.24,6.18,14.34
43,2019,Anacapa Island,48,NA,NA,NA,70.4,71.24347985,71.8,65,23,4571,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,7,0,0,0,Anacapa/Santa Cruz,Footprint,Footprint,Footprint,Protected,Marine reserve,0.301903303,4.6,0.353846154,26.53846154,6,1,Protected,7,0,5,0,1,1,23,0,7,10,6,0.353846154,0,0.107692308,0.153846154,0.092307692,1.605420036,0,0.598269589,0.801818553,0,1.605420036,0.775047259,4.445378151,23,41.3,0,41.3,16.2,19.9,5.2
44,2005,Catalina Island,54,NA,NA,NA,42,42,42,75,5,3927,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.076394194,1,0.066666667,5,3,0,NA,0,0,2,0,0,0,4,1,2,2,1,0.053333333,0.013333333,0.026666667,0.026666667,0.013333333,0.693147181,0,0,0,0,1.054920168,0.64,2.777777778,5,4.44,0.44,4,0.38,3.62,0.44
45,2006,Catalina Island,54,NA,NA,NA,32.9,37.2238092,41.7,75,21,3767,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,1,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.334483674,4.2,0.28,21,5,0,NA,0,0,1,6,0,0,10,11,7,5,9,0.133333333,0.146666667,0.093333333,0.066666667,0.12,0.801818553,0.474139313,0,1.054920168,0,1.322190011,0.684807256,3.172661871,21,5.69,3.44,2.25,0.63,1.9,3.16
46,2007,Catalina Island,54,NA,NA,NA,30.5,31.92499971,34.8,75,8,3167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.151562993,1.6,0.106666667,8,3,0,NA,0,0,0,0,0,0,4,4,0,8,0,0.053333333,0.053333333,0,0.106666667,0,0.562335145,0,0,0.974314753,0,0.974314753,0.59375,2.461538462,8,2.76,0.58,2.18,2.76,0,0
47,2008,Catalina Island,54,NA,NA,NA,32.2,35.10000038,40.1,75,4,3952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.060728745,0.8,0.053333333,4,2,0,NA,0,0,0,0,0,0,1,3,0,4,0,0.013333333,0.04,0,0.053333333,0,0,0,0,0.562335145,0,0.562335145,0.375,1.6,4,0.94,0.4,0.54,0.94,0,0
48,2009,Catalina Island,54,NA,NA,NA,42.7,42.70000076,42.7,75,2,4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.026466696,0.4,0.026666667,2,2,0,NA,0,0,0,0,0,0,0,2,0,1,1,0,0.026666667,0,0.013333333,0.013333333,0,0.693147181,0,0,0,0.693147181,0.5,2,2,0.22,0.22,0,0.16,0,0.06
49,2010,Catalina Island,54,NA,NA,NA,41,41.28000031,41.6,75,5,4509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.066533599,1,0.066666667,5,4,0,NA,0,0,1,0,0,2,5,0,1,4,0,0.066666667,0,0.013333333,0.053333333,0,1.33217904,0,0,1.039720771,0,1.33217904,0.72,3.571428571,5,2.4,0,2.4,1.76,0.64,0
50,2011,Catalina Island,54,NA,NA,NA,40.5,43.55000114,44.4,75,12,4485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.160535117,2.4,0.16,12,3,0,NA,0,0,0,0,0,0,11,1,0,11,1,0.146666667,0.013333333,0,0.146666667,0.013333333,0.304636097,0,0,0.304636097,0,0.566085739,0.291666667,1.411764706,12,1.88,0.24,1.64,1.64,0,0.24
51,2012,Catalina Island,54,20.4,20.53333333,20.7,38.7,41.06666692,45,75,9,3751,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.14396161,1.8,0.12,9,4,0,Control,0,0,1,0,0,0,7,2,1,6,2,0.093333333,0.026666667,0.013333333,0.08,0.026666667,0.79631164,0,0,0.450561209,0,1.149059697,0.617283951,2.612903226,9,3.72,0.5,3.22,1.96,1.26,0.5
52,2013,Catalina Island,54,20.6,20.71666667,21,40.8,41.54166762,41.9,75,12,3619,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.198949986,2.4,0.16,12,5,0,Control,0,0,1,0,0,0,4,8,1,3,8,0.053333333,0.106666667,0.013333333,0.04,0.106666667,1.039720771,0.376770161,0,0.636514168,0.376770161,1.234267866,0.611111111,2.571428571,12,5.98,2.26,3.72,0.82,2.9,2.26
53,2014,Catalina Island,54,22.2,22.2,22.2,42.6,42.63636294,42.7,75,11,4339,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.152108781,2.2,0.146666667,11,3,0,Control,0,3,0,0,0,0,11,0,0,11,0,0.146666667,0,0,0.146666667,0,0.859967281,0,0,0.859967281,0,0.859967281,0.512396694,2.050847458,11,4.2,0,4.2,4.2,0,0
54,2015,Catalina Island,54,22.3,22.36,22.6,32.6,36.49999924,41,75,5,3643,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.082349712,1,0.066666667,5,4,0,Control,0,0,2,0,0,0,3,2,2,3,0,0.04,0.026666667,0.026666667,0.04,0,0.636514168,0.693147181,0,1.098612289,0,1.33217904,0.72,3.571428571,5,4.27,0.24,4.03,0.93,3.34,0
55,2016,Catalina Island,54,NA,NA,NA,39.3,40.47777685,42.1,75,18,4509,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.239520958,3.6,0.24,18,5,0,Control,0,9,0,0,0,0,16,2,1,16,1,0.213333333,0.026666667,0.013333333,0.213333333,0.013333333,1.03370055,0,0,0.947057152,0,1.267677029,0.654320988,2.892857143,18,3.92,0.3,3.62,3.48,0.38,0.06
56,2017,Catalina Island,54,NA,NA,NA,37.3,39.47500038,40.2,75,4,3763,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.0637789,0.8,0.053333333,4,3,0,Control,0,0,0,0,0,0,3,1,0,4,0,0.04,0.013333333,0,0.053333333,0,0.636514168,0,0,1.039720771,0,1.039720771,0.625,2.666666667,4,0.8,0.1,0.7,0.8,0,0
57,2018,Catalina Island,54,NA,NA,NA,36.6,40.02222146,42,72,9,4305,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.12543554,1.8,0.125,9.375,6,0,Control,0,3,0,0,0,0,9,0,1,8,0,0.125,0,0.013888889,0.111111111,0,1.676987774,0,0,1.494175138,0,1.676987774,0.790123457,4.764705882,9,10.02,0,10.02,3.7,6.32,0
58,2019,Catalina Island,54,NA,NA,NA,39.1,40.62999878,42.4,75,10,4128,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Control,Non reserve,0.145348837,2,0.133333333,10,4,0,Control,0,3,0,1,0,0,10,0,1,9,0,0.133333333,0,0.013333333,0.12,0,1.279854226,0,0,1.060856947,0,1.279854226,0.7,3.333333333,10,3.66,0,3.66,3.42,0.24,0
59,2004,Catalina Island,59,NA,NA,NA,40,40.59090909,43,69,22,3954,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,0.33383915,4.4,0.31884058,23.91304348,4,0,NA,0,0,10,8,0,0,21,1,18,3,1,0.304347826,0.014492754,0.260869565,0.043478261,0.014492754,0.501046914,0,0,0.636514168,0,0.663179453,0.318181818,1.466666667,22,19.34,0.52,18.82,0.34,18.48,0.52
60,2008,Catalina Island,59,NA,NA,NA,40.5,43.19999913,44.4,74,28,3489,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,0.481513328,5.6,0.378378378,28.37837838,4,0,NA,3,0,20,2,0,0,28,0,22,4,2,0.378378378,0,0.297297297,0.054054054,0.027027027,0.736309324,0,0,0.562335145,0,0.736309324,0.364795918,1.574297189,28,26.32,0,26.32,3.62,20.76,1.94
61,2009,Catalina Island,59,NA,NA,NA,43.5,46.29000072,48.7,75,20,4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,1,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,0.27291335,4,0.266666667,20,5,0,NA,0,1,0,0,0,0,14,6,0,4,16,0.186666667,0.08,0,0.053333333,0.213333333,1.239659392,0,0,0.562335145,1.08219553,1.478625876,0.755,4.081632653,20,3.66,0.42,3.24,0.9,0,2.76
62,2010,Catalina Island,59,NA,NA,NA,41.6,43.0181805,44.6,75,11,3307,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,0.199576656,2.2,0.146666667,11,3,0,NA,0,0,2,7,0,0,11,0,9,1,1,0.146666667,0,0.12,0.013333333,0.013333333,0.600166073,0,0,0,0,0.600166073,0.314049587,1.457831325,11,4.64,0,4.64,0.14,4.08,0.42
63,2011,Catalina Island,59,NA,NA,NA,39.6,41.15555488,47.6,75,27,4165,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,5,0,0,0,0,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,0.388955582,5.4,0.36,27,4,0,NA,0,0,2,3,0,0,13,14,5,0,22,0.173333333,0.186666667,0.066666667,0,0.293333333,1.073394281,0,0,0,0.896050224,1.209280621,0.650205761,2.858823529,27,8.7,4,4.7,0,2.48,6.22
64,2012,Catalina Island,59,20.8,21.04444444,21.3,41.5,43.95370434,44.9,75,54,1982,0,0,0,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,1.634712412,10.8,0.72,54,3,1,Protected,1,5,19,28,0,0,54,0,47,7,0,0.72,0,0.626666667,0.093333333,0,0.438845267,0,0,0.410116318,0,0.438845267,0.229766804,1.298308103,54,33.5,0,33.5,5.2,28.3,0
65,2013,Catalina Island,59,21.2,21.56904762,21.7,39.7,41.99523844,47.2,65,42,3510,0,0,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,0.717948718,8.4,0.646153846,48.46153846,6,1,Protected,0,5,19,12,0,0,41,1,31,9,2,0.630769231,0.015384615,0.476923077,0.138461538,0.030769231,0.853245686,0,0,0.99502699,0.693147181,0.945446246,0.43537415,1.771084337,42,26.96,0.06,26.9,4.86,21.6,0.5
66,2014,Catalina Island,59,23,23.04067797,23.1,43.1,45.82033856,49.1,73,59,2465,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,2,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,1.436105477,11.8,0.808219178,60.61643836,4,1,Protected,2,23,17,14,0,0,59,0,31,28,0,0.808219178,0,0.424657534,0.383561644,0,0.885812133,0,0,0.408697725,0,0.885812133,0.542947429,2.187932118,59,38.3,0,38.3,16.47,21.83,0
67,2015,Catalina Island,59,22.3,22.44307692,22.6,41.6,46.1815381,49.4,75,65,1130,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,3.451327434,13,0.866666667,65,3,1,Protected,0,5,49,9,0,0,65,0,58,7,0,0.866666667,0,0.773333333,0.093333333,0,0.406092216,0,0,0.598269589,0,0.406092216,0.196923077,1.245210728,65,58.04,0,58.04,5.38,52.66,0
68,2016,Catalina Island,59,NA,NA,NA,40.2,42.41269775,44.5,73,63,2383,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,1,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,1.586235837,12.6,0.863013699,64.7260274,4,1,Protected,7,18,36,0,0,0,63,0,36,26,1,0.863013699,0,0.493150685,0.356164384,0.01369863,0.818077942,0,0,0.163023629,0,0.818077942,0.515495087,2.063962559,63,61.44,0,61.44,23.98,36.86,0.6
69,2017,Catalina Island,59,NA,NA,NA,40.9,45.421739,47.6,74,46,3900,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,21,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,0.707692308,9.2,0.621621622,46.62162162,6,1,Protected,12,9,15,0,0,0,46,0,15,30,1,0.621621622,0,0.202702703,0.405405405,0.013513514,1.333358073,0,0,0.929121386,0,1.333358073,0.671077505,3.040229885,46,46.76,0,46.76,29.12,16.78,0.86
70,2018,Catalina Island,59,NA,NA,NA,46.5,46.99104554,47.2,75,67,3621,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,1.110190555,13.4,0.893333333,67,5,1,Protected,31,11,20,0,0,0,66,1,21,43,3,0.88,0.013333333,0.28,0.573333333,0.04,0.853403131,0,0.191444082,0.110453047,0,0.918235809,0.51548229,2.063908046,67,71.29,0.26,71.03,45.92,24.03,1.34
71,2019,Catalina Island,59,NA,NA,NA,39.1,40.26779647,43.9,73,59,1772,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,27,0,0,0,Catalina Island,Long Point,Long Point,Catalina,Protected,Marine reserve,1.997742664,11.8,0.808219178,60.61643836,6,1,Protected,14,13,23,4,1,0,59,0,27,29,3,0.808219178,0,0.369863014,0.397260274,0.04109589,1.037512272,0,0,0.298758058,0.636514168,1.037512272,0.579143924,2.376109215,59,55.16,0,55.16,27.84,26.26,1.06
72,2004,Catalina Island,62,NA,NA,NA,35,37.38333321,38.3,75,6,4257,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.084566596,1.2,0.08,6,3,0,NA,0,0,1,1,0,0,2,4,2,4,0,0.026666667,0.053333333,0.026666667,0.053333333,0,0,0.562335145,0,0.562335145,0,1.011404265,0.611111111,2.571428571,6,1.34,0.4,0.94,0.4,0.94,0
73,2005,Catalina Island,62,NA,NA,NA,36,37.24444453,38.8,75,27,3141,0,0,3,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.515759312,5.4,0.36,27,6,0,NA,0,1,10,8,0,0,27,0,20,4,3,0.36,0,0.266666667,0.053333333,0.04,1.144165857,0,0.325082973,1.039720771,0,1.144165857,0.529492455,2.125364431,27,15.08,0,15.08,2.9,11.32,0.86
74,2006,Catalina Island,62,NA,NA,NA,32.7,36.05789606,40.9,75,19,2484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.458937198,3.8,0.253333333,19,4,0,NA,0,0,1,0,0,0,19,0,1,16,2,0.253333333,0,0.013333333,0.213333333,0.026666667,1.059684667,0,0,0.621086375,0,1.059684667,0.581717452,2.390728477,19,9.46,0,9.46,8.1,0.96,0.4
75,2007,Catalina Island,62,NA,NA,NA,36.2,37.30000038,38.4,70,10,3378,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.177619893,2,0.142857143,10.71428571,3,0,NA,0,1,4,4,0,0,10,0,8,1,1,0.142857143,0,0.114285714,0.014285714,0.014285714,0.63903186,0,0,0,0,0.63903186,0.34,1.515151515,10,4.44,0,4.44,0.6,3.76,0.08
76,2008,Catalina Island,62,NA,NA,NA,37.1,38.00666682,38.7,74,15,4372,0,0,0,11,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.205855444,3,0.202702703,15.2027027,4,0,NA,0,0,5,6,0,0,14,1,11,4,0,0.189189189,0.013513514,0.148648649,0.054054054,0,0.655975732,0,0,1.039720771,0,0.857174044,0.435555556,1.771653543,15,8.46,0.16,8.3,1.28,7.18,0
77,2009,Catalina Island,62,NA,NA,NA,37.1,40.38999977,44,75,10,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.378787879,2,0.133333333,10,4,0,NA,0,0,0,0,0,1,6,4,0,10,0,0.08,0.053333333,0,0.133333333,0,1.011404265,0,0,1.279854226,0,1.279854226,0.7,3.333333333,10,3.02,0.54,2.48,3.02,0,0
78,2010,Catalina Island,62,NA,NA,NA,33.5,35.65000025,38.9,75,6,4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.0827396,1.2,0.08,6,4,0,NA,0,0,0,0,0,0,5,1,0,2,4,0.066666667,0.013333333,0,0.026666667,0.053333333,0.950270539,0,0,0.693147181,0.562335145,1.242453325,0.666666667,3,6,1.38,0.22,1.16,0.7,0,0.68
79,2011,Catalina Island,62,NA,NA,NA,34.5,37.75833321,38.7,70,12,4355,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.16532721,2.4,0.171428571,12.85714286,7,0,NA,0,1,0,4,0,0,10,2,4,5,3,0.142857143,0.028571429,0.057142857,0.071428571,0.042857143,1.609437912,0,0,1.33217904,0.636514168,1.791759469,0.805555556,5.142857143,12,3.24,0.26,2.98,1.56,0.88,0.8
80,2012,Catalina Island,62,20.5,20.63571429,20.7,37.3,38.62857206,39.3,75,28,4264,0,0,1,22,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.393996248,5.6,0.373333333,28,6,1,Protected,0,1,2,20,0,0,27,1,22,5,1,0.36,0.013333333,0.293333333,0.066666667,0.013333333,0.725865446,0,0,1.33217904,0,0.854017784,0.37244898,1.593495935,28,11.3,0.06,11.24,2.04,8.8,0.46
81,2013,Catalina Island,62,19.7,19.99714286,20.1,35,37.07714277,40.1,75,35,2047,0,0,2,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,1.025891549,7,0.466666667,35,10,1,Protected,0,0,15,7,0,0,32,3,24,8,3,0.426666667,0.04,0.32,0.106666667,0.04,1.21067912,0.636514168,0.344598248,1.559581156,0.636514168,1.45397345,0.587755102,2.425742574,35,20.04,0.4,19.64,3.44,15.16,1.44
82,2014,Catalina Island,62,23.5,23.61764706,23.7,36,37.77647063,38.8,75,34,2339,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.872167593,6.8,0.453333333,34,7,1,Protected,1,2,17,4,0,0,33,1,22,7,5,0.44,0.013333333,0.293333333,0.093333333,0.066666667,1.191300823,0,0.184907399,1.004242473,0.500402424,1.288953984,0.58650519,2.418410042,34,22.48,0.16,22.32,4.38,16.2,1.9
83,2015,Catalina Island,62,22.8,22.8,22.8,34.1,36.10476212,38.4,75,21,4138,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,3,1,0,0,1,0,0,0,Catalina Island,Farnsworth,Farnsworth,Catalina,Protected,Marine conservation area,0.304494925,4.2,0.28,21,9,1,Protected,0,1,3,1,0,0,20,1,4,8,9,0.266666667,0.013333333,0.053333333,0.106666667,0.12,1.929849096,0,0,1.386294361,1.060856947,2.029395602,0.85260771,6.784615385,21,10.48,0.22,10.26,5.04,2.78,2.66
