SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,CDFGBlock,IncludeSiteSheet,IncludeDrop,IncludeDropDetail,IncludeHook,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,HookswithFish,ValidHook,Anemone unid,Bank Rockfish,Barred Sand Bass,Blackgill Rockfish,Blue Rockfish,Bocaccio,Bronzespotted Rockfish,Brown Rockfish,Brown Smoothhound,Calico Rockfish,California Market Squid,California Scorpionfish,California Sheephead,California Yellowtail,Canary Rockfish,Chilipepper,Copper Rockfish,Cowcod,Flag Rockfish,Freckled Rockfish,Giant plumose anemone,Gopher Rockfish,Gorgonian unident (coral),Gray Smoothhound,Greenblotched Rockfish,Greenspotted Rockfish,Greenstriped Rockfish,Halfbanded Rockfish,Honeycomb Rockfish,Humboldt Squid,Invert Unidentified,Lingcod,Lizardfish,Mexican Rockfish,Ocean Whitefish,Olive Rockfish,Pacific Bonito,Pacific Jack Mackerel,Pacific Mackerel,Pacific Sardine,Petrale Sole,Pink Rockfish,Pinkrose Rockfish,Rosethorn Rockfish,Rosy Rockfish,Sanddab Unidentified,Sharpchin Rockfish,Shortbelly Rockfish,Silvergray Rockfish,Southern Rock Sole,Speckled Rockfish,Spiny Dogfish,Spiny Sea Star,Squarespot Rockfish,Starry Rockfish,Stripetail Rockfish,Swordspine Rockfish,Treefish,Unknown Fish,Vermilion Rockfish,White Croaker,Whitespeckled Rockfish,Widow Rockfish,Yelloweye Rockfish,Yellowtail Rockfish
2011, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,,,,54.8,56.32222197,56.6,9,9,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,,,,,,,
2012, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,21.3,21.41818182,21.5,55.5,55.71818126,56.4,11,11,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,
2013, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,20.6,20.68571429,20.7,55.2,56.19285638,56.6,14,14,,,,,,8,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,
2014, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,22.8,22.8625,23.1,54.6,56.24374938,57.9,16,16,,,,,,8,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,1,,,,,,,,
2015, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,23.6,23.6,23.6,56.5,56.99074067,58.2,54,54,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,7,,,,,2,,,,,
2016, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,,,,55.4,56.18636409,56.7,22,22,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,8,,,,8,,3,,,,,,,,
2017, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,,,,54.2,55.79591845,57.2,49,49,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,21,,,23,,,,,,,,
2018, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,,,,54.1,54.64230743,56,52,52,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,21,1,,12,,,,,,,,
2019, Fourteen Mile Bank,16,33 23.840,117 59.864,13.,13.00,13.00,758,TRUE,TRUE,TRUE,TRUE,,,,54.9,55.78333367,57,18,18,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,1,,,,,,,,,2,2,,4,,,2,,,,,
2004,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,92.5,99.81785692,108,28,28,,2,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,86,88,100,40,40,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,,,,
2006,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,86,86,86,41,41,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
2007,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,89,89.57692308,90,26,26,,,,,,17,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
2008,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,86.2,93.54117674,99.8,34,34,,1,,,,25,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,
2009,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,85.8,89.43000183,90.9,20,20,,1,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,
2010,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,86.3,105.8421047,115.6,38,38,,28,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,
2012,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,20,20.08823529,20.1,86.7,94.73529502,110.3,17,17,,2,,,,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,,,
2013,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,18.7,18.7,18.7,89.3,95.94666697,99.6,30,30,,,,1,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,
2014,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,23.8,23.9255814,24,85.5,89.2348851,97.8,43,43,,2,,,,32,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,1,,,3,,,,,
2015,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,23.2,23.2,23.2,85.1,86.80370359,88.3,27,27,,,,,,17,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,,2,
2016,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,85.4,89.9696425,98.5,56,56,,4,,,,44,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,,,,,
2017,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,85.5,87.22571389,90.3,35,35,,,,,,29,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,
2018,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,87.6,106.0352925,112.2,34,34,,4,,2,,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,5,,,,,
2019,Sixty Mile Bank,17,32 06.121,118 13.807,61.,43.30,61.00,0,TRUE,TRUE,TRUE,TRUE,,,,86.4,90.83272663,97.6,55,55,,,,,,34,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,15,,,,1,
2004,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,72.8,73.62963104,74.3,54,54,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,12,,,,,
2005,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,74,75.80769231,78,52,52,,2,,,,33,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,14,,,,,
2006,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,74.6,76.5254236,78.5,59,59,,1,,,,47,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,9,,,,,
2007,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,73.5,74.43749968,75.4,24,24,,1,,,,11,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,1,,,,,
2008,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,74,75.08666738,83.2,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,9,,,,,1,,,,,
2009,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,76.9,78.69499931,80.6,20,20,,,,,,7,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,7,,,,,
2010,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,72.9,74.55882458,75.8,51,51,,8,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,22,,,,,
2012,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,19.6,19.60322581,19.7,74.5,75.41612933,77.3,31,31,,,,,,10,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,1,,,5,,,,,
2013,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,18.7,18.77931034,18.8,74.1,74.97586204,75.9,58,58,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,21,,,,,
2014,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,23.6,23.68032787,23.8,71.2,73.69344117,75.1,61,61,,3,,,,38,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,17,,,,,
2015,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,21.5,21.54418605,21.6,71.9,74.50697646,81.9,43,43,,,,,,23,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,10,,,,,5,,,,,
2016,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,73.7,74.41666552,74.9,60,60,,3,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,16,,,,,
2017,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,73.7,76.66078306,78.9,51,51,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,38,,,,,
2018,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,74.3,76.25645115,80.4,62,62,,1,,,,19,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,38,,,,,
2019,Sixty Mile Bank,18,32 05.648,118 14.620,62.9,43.40,61.20,0,TRUE,TRUE,TRUE,TRUE,,,,74,76.1704912,81.4,61,61,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,36,,,,,
2006,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,70.8,74.23182019,77.3,44,44,,1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,,1,,,11,,,,,
2007,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,71,73.89655172,76,29,29,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,11,,,,,5,,,,,
2008,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,70.8,73.04827513,74.5,29,29,,2,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,,3,,,,,
2009,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,70.2,77.49999746,79.7,15,15,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,1,,,3,,,,,
2010,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,70.1,76.78275746,83.7,29,29,,5,,,,5,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13,,,2,,,,,
2012,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,20.2,20.2,20.2,68.9,72.5173917,81.6,46,46,,2,,,,19,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4,,,8,,,,,
2013,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,19.2,19.2,19.2,75.1,78.42112581,80.8,71,71,,3,,,,46,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,19,,,,,
2014,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,23.3,23.555,23.8,67.8,72.16250134,74.1,40,40,,2,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,7,,,,,
2015,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,23.1,23.17948718,23.2,69,73.07435862,77,39,39,,,,,,19,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,,,7,,,,,
2016,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,69,74.75862135,79,58,58,,,,,,44,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,11,,,,,
2017,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,72.8,77.14583429,78.8,24,24,,3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,1,,,9,,,,,
2018,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,73.5,75.96304288,78.4,46,46,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,3,,,20,,,,,
2019,Sixty Mile Bank,21,32 05.421,118 14.084,62.7,43.70,60.10,0,TRUE,TRUE,TRUE,TRUE,,,,68,76.75641045,80.8,39,39,,2,,,,23,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,9,,,,,
2004,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,53.7,54.30294149,55.4,34,34,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,4,,,,,1,,,,,
2005,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,54.5,55.58333333,56,24,24,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,1,,,,2,,,,,,,,,,
2006,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,54.8,57.36666616,64.3,6,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,1,,,,,
2007,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,56.5,58.65000025,62,6,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,
2008,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,55,56.90624928,59.2,16,16,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,3,,2,,1,,,,,,
2009,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,53.8,56.96666718,59.3,9,9,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,
2010,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,53.5,55.0952381,56.9,21,21,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,8,,,,4,,5,,,1,,,,,
2012,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,19.6,19.6,19.6,55.4,55.68571581,56.4,7,7,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2013,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,18.8,18.90666667,19,56,57.13999981,58.7,45,45,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,
2014,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,23.7,23.7,23.7,53.3,54.58039265,55.7,51,51,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,3,,,,16,,2,,3,1,,,,,
2015,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,21.5,21.5,21.5,54.6,54.99629529,55.6,54,54,,1,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,17,,,,2,,,,,,,,,,
2016,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,54.5,56.01249971,59.6,40,40,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,4,,,,,
2017,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,53.3,54.79666634,57.4,30,30,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,7,,,,,
2018,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,54.4,55.344737,56.2,38,38,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,1,,,,14,,1,,,7,,,,,
2019,Sixty Mile Bank,22,32 05.240,118 15.530,63.7,43.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,54.4,56.79999978,58.6,63,63,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,3,,,,16,,,,,9,,,,,
2006,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,88.2,93.68787846,106.1,33,33,,3,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,
2007,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,87,95.85714286,105,28,28,,3,,,,14,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,1,,,,,
2008,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,80.6,97.37741778,107.5,31,31,,18,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,
2009,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,75.7,84.00384463,92.7,26,26,,2,,,,11,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,6,,,,,
2010,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,95.7,102.0133329,108.8,30,30,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,12,,,1,,,,,
2012,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,19.8,19.84285714,19.9,68.4,81.90714264,98.6,14,14,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,5,,,,,
2013,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,19,19.08823529,19.3,89,96.25882295,113,34,34,,3,,,,23,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,5,,,,,
2014,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,21.8,21.8,21.8,93.5,103.4230769,112,52,52,,17,,,,27,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,2,,,1,,,,,
2015,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,21.5,21.5,21.5,82.7,84.31199951,86.8,50,50,,9,,,,29,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,7,,,,,
2016,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,96.9,99.20476332,102.6,42,42,,8,,,,28,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,
2017,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,79.3,87.5866667,107.1,45,45,,14,,,,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,16,,,,,
2018,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,103.3,108.2842102,112.3,38,38,,19,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,6,,,1,,,,,
2019,Sixty Mile Bank,24,32 04.570,118 15.640,64.2,44.20,62.50,0,TRUE,TRUE,TRUE,TRUE,,,,99.9,102.0176472,105.2,51,51,,22,,,,20,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,5,,,,,
2005,Sixty Mile Bank,27,32 04.340,118 14.633,63.6,44.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,68,68.1147541,68.5,61,61,,,,,,52,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,
2006,Sixty Mile Bank,27,32 04.340,118 14.633,63.6,44.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,67.4,67.94444529,68.6,9,9,,,,,,7,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sixty Mile Bank,27,32 04.340,118 14.633,63.6,44.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,68.2,68.7714277,69.5,14,14,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,1,1,,,,,
2008,Sixty Mile Bank,27,32 04.340,118 14.633,63.6,44.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,68.2,69.11363844,69.3,22,22,,,,,,11,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,2,,1,,1,3,,,,,
2009,Sixty Mile Bank,27,32 04.340,118 14.633,63.6,44.60,62.00,0,TRUE,TRUE,TRUE,TRUE,,,,68.4,69.41818341,70.8,22,22,,,,,,14,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
