SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,AvgOfAvgSST,AvgOfVesselDepth,Bank.Rockfish,Blue.Rockfish,Bocaccio,California.Scorpionfish,California.Sheephead,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Gopher.Rockfish,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Spiny.Dogfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Unknown.Fish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,HooksWithFish,ValidHooks,CPUE_perValidHook,CPUE_fishpersite,Target,Nontarget,Carnivore,Piscivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.Dsimpsons,Nontarget.Dsimpsons,Piscivore.Dsimpsons,Carnivore.Dsimpsons,Planktivore.Dsimpsons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson
2012,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,20.34285714,69.69285829,0,0,0,0,0,0,6,0,0,0,0,0,9,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,75,0.373333333,28,17,11,9,8,11,0.226666667,0.146666667,0.106666667,0.12,0.146666667,0.581314879,0,0.375,0,0,1.250464497,0.691326531,3.239669421
2013,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,17.1,74.33333261,0,0,0,0,0,0,2,0,0,0,0,0,13,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,75,0.28,21,16,5,14,3,4,0.213333333,0.066666667,0.04,0.186666667,0.053333333,0.3203125,0.56,0.444444444,0.132653061,0.375,1.233738015,0.580498866,2.383783784
2014,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,17.8,73.22962839,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,74,0.364864865,27.36486486,19,8,17,3,7,0.256756757,0.108108108,0.040540541,0.22972973,0.094594595,0.265927978,0.21875,0,0.110726644,0,1.026258071,0.567901235,2.314285714
2015,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,22.95555556,72.35555437,0,0,0,0,0,0,1,0,0,0,0,0,7,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,75,0.24,18,9,9,8,2,8,0.12,0.12,0.026666667,0.106666667,0.106666667,0.37037037,0.197530864,0.5,0.21875,0,1.209432681,0.641975309,2.793103448
2016,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,72.21000137,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,75,0.133333333,10,8,2,7,1,2,0.106666667,0.026666667,0.013333333,0.093333333,0.026666667,0.21875,0,0,0,0,0.801818553,0.46,1.851851852
2017,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,73.53999939,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,75,0.066666667,5,4,1,2,2,1,0.053333333,0.013333333,0.026666667,0.026666667,0.013333333,0.5,0,0,0,0,1.054920168,0.64,2.777777778
2018,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,76.74285562,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,75,0.093333333,7,6,1,3,3,1,0.08,0.013333333,0.04,0.04,0.013333333,0.611111111,0,0,0.444444444,0,1.277034259,0.693877551,3.266666667
2019,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,74.74375057,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,75,0.24,18,5,13,7,0,11,0.066666667,0.173333333,0,0.093333333,0.146666667,0,0.591715976,1,0.408163265,0.462809917,1.301481068,0.709876543,3.446808511
2004,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,28.38181842,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,74,0.148648649,11.14864865,11,0,5,6,0,0.148648649,0,0.081081081,0.067567568,0,0.495867769,1,0,0,1,0.689009238,0.495867769,1.983606557
2005,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,29.30263158,0,21,1,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,75,0.506666667,38,38,0,15,2,21,0.506666667,0,0.026666667,0.2,0.28,0.574792244,1,0.5,0.24,0,1.077604243,0.574792244,2.351791531
2006,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,30.14000028,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,30,65,0.461538462,34.61538462,30,0,22,3,5,0.461538462,0,0.046153846,0.338461538,0.076923077,0.637777778,1,0,0.396694215,0,1.186030622,0.637777778,2.760736196
2007,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,29.77499996,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,75,0.373333333,28,28,0,27,1,0,0.373333333,0,0.013333333,0.36,0,0.31122449,1,0,0.260631001,1,0.638911516,0.31122449,1.451851852
2008,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,29.10000011,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,75,0.093333333,7,7,0,7,0,0,0.093333333,0,0,0.093333333,0,0.612244898,1,1,0.612244898,1,1.004242473,0.612244898,2.578947368
2009,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,30.32352902,0,5,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,75,0.453333333,34,34,0,29,0,5,0.453333333,0,0,0.386666667,0.066666667,0.344290657,1,1,0.128418549,0,0.631622898,0.344290657,1.525065963
2010,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,29.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0.013333333,1,1,0,1,0,0,0.013333333,0,0,0.013333333,0,0,1,1,0,1,0,0,1
2011,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,29.45384627,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,75,0.173333333,13,13,0,12,0,1,0.173333333,0,0,0.16,0.013333333,0.378698225,1,1,0.277777778,0,0.687092027,0.378698225,1.60952381
2012,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,19.1,30.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,75,0.053333333,4,4,0,3,1,0,0.053333333,0,0.013333333,0.04,0,0.625,1,0,0.444444444,1,1.039720771,0.625,2.666666667
2013,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,14.9,29.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,75,0.026666667,2,2,0,2,0,0,0.026666667,0,0,0.026666667,0,0.5,1,1,0.5,1,0.693147181,0.5,2
2014,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,17.6,30.55000019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0.066666667,5,1,1,0,0,2,0.033333333,0.033333333,0,0,0.066666667,0,0,1,1,0.5,0.693147181,0.5,2
2015,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,19.26842105,30.2263157,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,70,0.542857143,40.71428571,21,17,6,1,31,0.3,0.242857143,0.014285714,0.085714286,0.442857143,0.494331066,0,0,0.277777778,0.495317378,1.186043554,0.645429363,2.8203125
2016,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,30.47272743,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,75,0.293333333,22,2,20,1,0,21,0.026666667,0.266666667,0,0.013333333,0.28,0.5,0,1,0,0.090702948,0.367649477,0.169421488,1.2039801
2017,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,30.58571489,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,72,0.097222222,7.291666667,3,4,1,1,5,0.041666667,0.055555556,0.013888889,0.013888889,0.069444444,0.666666667,0,0,0,0.32,1.153741943,0.612244898,2.578947368
2018,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,30.69999981,0,5,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,24,75,0.32,24,19,5,12,0,12,0.253333333,0.066666667,0,0.16,0.16,0.637119114,0,1,0.291666667,0.625,1.49028198,0.729166667,3.692307692
2019,Santa Rosa Island,365,34 03.581,119 59.290,25.6,2.9,21.6,NA,30.1624999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,0.106666667,8,6,2,2,3,3,0.08,0.026666667,0.04,0.026666667,0.04,0.666666667,0,0,0.5,0.444444444,1.494175138,0.75,4
2005,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,44.47368421,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,12,0,0,19,60,0.316666667,23.75,17,2,14,0,5,0.283333333,0.033333333,0,0.233333333,0.083333333,0.46366782,0.5,1,0.255102041,0.56,1.201559155,0.565096953,2.299363057
2006,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,45.33333333,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,0,0,21,75,0.28,21,21,0,8,9,4,0.28,0,0.12,0.106666667,0.053333333,0.757369615,1,0.197530864,0.46875,0.5,1.580182081,0.757369615,4.121495327
2007,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,44.62352977,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,17,75,0.226666667,17,17,0,8,8,1,0.226666667,0,0.106666667,0.106666667,0.013333333,0.685121107,1,0.21875,0.375,0,1.318023802,0.685121107,3.175824176
2008,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,45.73333253,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,7,0,0,0,18,75,0.24,18,15,3,11,6,1,0.2,0.04,0.08,0.146666667,0.013333333,0.613333333,0,0,0.512396694,0,1.353273718,0.703703704,3.375
2009,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,44.97499943,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,8,75,0.106666667,8,5,3,5,2,1,0.066666667,0.04,0.026666667,0.066666667,0.013333333,0.64,0,0,0.48,0,1.320888343,0.71875,3.555555556
2010,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,46.14999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,75,0.026666667,2,2,0,0,1,1,0.026666667,0,0.013333333,0,0.013333333,0.5,1,0,1,0,0.693147181,0.5,2
2011,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,45.07499949,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,24,75,0.32,24,24,0,14,10,0,0.32,0,0.133333333,0.186666667,0,0.5625,1,0.18,0.132653061,1,0.964747045,0.5625,2.285714286
2012,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,21.425,45.07999935,0,1,7,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,70,0.285714286,21.42857143,20,0,8,11,1,0.285714286,0,0.157142857,0.114285714,0.014285714,0.75,1,0.462809917,0.46875,0,1.470253528,0.75,4
2013,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,19.2,45.21111086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,9,75,0.12,9,8,1,5,3,1,0.106666667,0.013333333,0.04,0.066666667,0.013333333,0.75,0,0,0.72,0,1.676987774,0.790123457,4.764705882
2014,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,21.76666667,45.21666654,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,6,75,0.08,6,6,0,5,1,0,0.08,0,0.013333333,0.066666667,0,0.777777778,1,0,0.72,1,1.560710409,0.777777778,4.5
2015,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,23.36363636,44.12727287,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,75,0.146666667,11,11,0,3,0,8,0.146666667,0,0,0.04,0.106666667,0.512396694,1,1,0,0.21875,0.859967281,0.512396694,2.050847458
2016,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,44.01250029,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,8,75,0.106666667,8,7,1,3,2,3,0.093333333,0.013333333,0.026666667,0.04,0.04,0.775510204,0,0,0.444444444,0.666666667,1.732867951,0.8125,5.333333333
2017,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,45.59999847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,0.040540541,3.040540541,2,1,2,1,0,0.027027027,0.013513514,0.013513514,0.027027027,0,0.5,0,0,0.5,1,1.098612289,0.666666667,3
2018,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,45.14000015,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,15,75,0.2,15,11,4,4,6,5,0.146666667,0.053333333,0.08,0.053333333,0.066666667,0.595041322,0,0,0,0.48,1.309525835,0.711111111,3.461538462
2019,Santa Cruz Island,383,33 56.520,119 40.540,25.9,1.9,25.9,NA,45.5291667,0,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,24,75,0.32,24,22,2,6,15,3,0.293333333,0.026666667,0.2,0.08,0.04,0.504132231,0,0,0.611111111,0.444444444,1.232671388,0.576388889,2.360655738
2005,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,41.69999949,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,75,0.08,6,6,0,4,1,1,0.08,0,0.013333333,0.053333333,0.013333333,0.666666667,1,0,0.375,0,1.242453325,0.666666667,3
2006,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,36.6538463,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,26,60,0.433333333,32.5,26,0,7,13,6,0.433333333,0,0.216666667,0.116666667,0.1,0.639053254,1,0,0,0.277777778,1.142215682,0.639053254,2.770491803
2007,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,37.47999965,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,35,75,0.466666667,35,34,1,6,27,2,0.453333333,0.013333333,0.36,0.08,0.026666667,0.358131488,0,0,0.722222222,0,0.894020105,0.393469388,1.6487214
2008,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,40.04545507,0,1,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,22,75,0.293333333,22,21,1,12,9,1,0.28,0.013333333,0.12,0.16,0.013333333,0.657596372,0,0,0.513888889,0,1.373003913,0.685950413,3.184210526
2009,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,36.99473712,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,4,0,0,0,3,1,0,0,19,75,0.253333333,19,16,3,14,4,1,0.213333333,0.04,0.053333333,0.186666667,0.013333333,0.8125,0,0,0.795918367,0,1.940843033,0.842105263,6.333333333
2010,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,38.24000015,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,75,0.066666667,5,5,0,3,2,0,0.066666667,0,0.026666667,0.04,0,0.48,1,0,0,1,0.673011667,0.48,1.923076923
2011,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,36.27142824,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,75,0.186666667,14,14,0,2,12,0,0.186666667,0,0.16,0.026666667,0,0.255102041,1,0,0.5,1,0.509137344,0.255102041,1.342465753
2012,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,19.3,38.66250038,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,16,75,0.213333333,16,16,0,14,2,0,0.213333333,0,0.026666667,0.186666667,0,0.6953125,1,0,0.62244898,1,1.28204624,0.6953125,3.282051282
2013,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,18.34210526,41.22368421,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,38,75,0.506666667,38,38,0,22,16,0,0.506666667,0,0.213333333,0.293333333,0,0.635734072,1,0.375,0.243801653,1,1.198252154,0.635734072,2.745247148
2014,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,19.57058824,39.00000045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,17,75,0.226666667,17,17,0,15,0,2,0.226666667,0,0,0.2,0.026666667,0.30449827,1,1,0.124444444,0,0.578325287,0.30449827,1.437810945
2015,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,21.1,37.55000114,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,0.057142857,4.285714286,4,0,1,0,3,0.057142857,0,0,0.014285714,0.042857143,0.375,1,1,0,0,0.562335145,0.375,1.6
2016,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,41.92500114,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,75,0.106666667,8,8,0,7,1,0,0.106666667,0,0.013333333,0.093333333,0,0.59375,1,0,0.489795918,1,0.974314753,0.59375,2.461538462
2017,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,43.45000013,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,75,0.16,12,11,1,10,2,0,0.146666667,0.013333333,0.026666667,0.133333333,0,0.429752066,0,0.5,0.32,1,0.983087759,0.513888889,2.057142857
2018,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,38.07777701,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9,75,0.12,9,8,1,6,3,0,0.106666667,0.013333333,0.04,0.08,0,0.65625,0,0,0.611111111,1,1.310783678,0.716049383,3.52173913
2019,Santa Cruz Island,396,34 03.506,119 42.583,20.9,0.9,20.2,NA,41.04285867,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,7,69,0.101449275,7.608695652,5,2,5,1,1,0.072463768,0.028985507,0.014492754,0.072463768,0.014492754,0.72,0.5,0,0.72,0,1.747868097,0.816326531,5.444444444
2006,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,42.14117611,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,2,0,0,0,17,75,0.226666667,17,16,1,7,3,7,0.213333333,0.013333333,0.04,0.093333333,0.093333333,0.78125,0,0,0.775510204,0.244897959,1.843861438,0.802768166,5.070175439
2007,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,40.90000153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,70,0.042857143,3.214285714,3,0,3,0,0,0.042857143,0,0,0.042857143,0,0.444444444,1,1,0.444444444,1,0.636514168,0.444444444,1.8
2008,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,41.77999954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,5,75,0.066666667,5,4,1,5,0,0,0.053333333,0.013333333,0,0.066666667,0,0.375,0,1,0.56,1,0.950270539,0.56,2.272727273
2009,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,42.52142824,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,0,0,0,14,75,0.186666667,14,13,1,13,0,1,0.173333333,0.013333333,0,0.173333333,0.013333333,0.674556213,0,1,0.674556213,0,1.390437795,0.714285714,3.5
2010,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,42.83076888,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,13,75,0.173333333,13,13,0,10,2,1,0.173333333,0,0.026666667,0.133333333,0.013333333,0.650887574,1,0,0.46,0,1.303875529,0.650887574,2.86440678
2011,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,42.32307639,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,13,75,0.173333333,13,13,0,9,4,0,0.173333333,0,0.053333333,0.12,0,0.721893491,1,0,0.617283951,1,1.412744637,0.721893491,3.595744681
2012,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,19.51111111,42.44444529,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,75,0.12,9,9,0,6,3,0,0.12,0,0.04,0.08,0,0.765432099,1,0.444444444,0.611111111,1,1.522955068,0.765432099,4.263157895
2013,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,19.275,43.24285725,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,75,0.186666667,14,14,0,10,4,0,0.186666667,0,0.053333333,0.133333333,0,0.673469388,1,0.375,0.46,1,1.33166431,0.673469388,3.0625
2014,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,19.61111111,42.27777735,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,75,0.12,9,9,0,7,2,0,0.12,0,0.026666667,0.093333333,0,0.641975309,1,0,0.489795918,1,1.060856947,0.641975309,2.793103448
2015,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,21.1,42.34374976,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,75,0.213333333,16,16,0,0,15,1,0.213333333,0,0.2,0,0.013333333,0.1171875,1,0,1,0,0.233791659,0.1171875,1.132743363
2016,Santa Cruz Island,397,34 03.526,119 42.293,20.9,1,20.2,NA,43.25882227,0,0,4,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,75,0.226666667,17,17,0,13,4,0,0.226666667,0,0.053333333,0.173333333,0,0.581314879,1,0,0.378698225,1,1.071017889,0.581314879,2.388429752
